,ItemID,sentiment,SentimentSource,text
933168,933184,1,Sentiment140,"It's a normal day, stuck in this routine. VV' One week of normal classes, and PortAventura with SMMILE+AJ. Only 5 dayyysss Flow-Center "
381650,381663,1,Sentiment140,@psychicdetectiv Oh I did  don't forget to tell us all about it later  and thanks 4 the reply that good 2 know I've gotten a lil better
547743,547759,1,Sentiment140,.....i have no comment. 
1309803,1309819,0,Sentiment140,Well am up. Cant sleep and everyone is  sleeping  cant turn on tv or comp. Just playing game on my Iphone
693357,693373,0,Sentiment140,@Chiinky lmaoooooo I was speaking of the past...there are none near where I live 
229624,229637,1,Sentiment140,@joeymcintyre hey u got @mrrickybell playn too LOVE IT 
152646,152659,0,Sentiment140,@DCMABNIKKI  you forgot me 
880427,880443,1,Sentiment140,I'm excited for the show to start. Chris is Automation Head and I am Fly Crew Head! I get two people up on the rail and so does Chris 
1437086,1437102,0,Sentiment140,i dont care what anyone thinks... that coronation song for the american idol finale was AWFUL.... poor kris 
1453470,1453486,1,Sentiment140,I was just taking a nap.... 
764820,764836,0,Sentiment140,having pancakes in sweetiepie-wana go explore greenwich village but its raining 
1143375,1143391,0,Sentiment140,Sleeping alone tonight cause Crystal went to Josie's house. 
241684,241697,1,Sentiment140,@Karthik LOL! I'm sure you'll crack those too 
1042662,1042678,0,Sentiment140,No golf tournament tomorrow..  Well still going to the beach which is a good 2nd!
815080,815096,1,Sentiment140,@grayguitar I generally start &quot;going outside&quot; when the power is out  - w/o power/phone for 2 weeks here during wilma
160921,160934,0,Sentiment140,"@fladoughboy i thought it was fake all along, too crazy to be real so i skipped it. Air france update today &amp; YoutubeSub box isnt working "
917922,917938,1,Sentiment140,@JustAliceCullen Aww *smiles* Isn't that fun to be a mom? I love it. The twins are good 
572631,572647,0,Sentiment140,Back with lots of problems and bad mood 
1076962,1076978,0,Sentiment140,My babys show at his nursery is the same time as my masters interview  what to do.. what to do...
545906,545922,1,Sentiment140,@VictoriaKesoma hehe  &lt;3
259904,259917,1,Sentiment140,"@jaredchapman haha! nice one, Jared! i can hardly wait for the movie! i'll definitely check out Cory's site, too. hope all's well "
1267214,1267230,0,Sentiment140,"went to the beach, way sunburned "
96308,96321,1,Sentiment140,"@claudia_avellar HI Claudia  ~~ Luv ur paintings, they are simply beautiful works of art. Keep up the good work and get em Sold!!! "
341525,341538,1,Sentiment140,@LoMo0208 Sorry lol. Yet I can not help being a bad influence on others 
933524,933540,0,Sentiment140,"it's already 2:22 am here, I need to sleep now for tomorrow's worship. I'm still sick  Pls pray for me."
834768,834784,1,Sentiment140,http://twitpic.com/6cnu4 - my new fish! 
261347,261360,1,Sentiment140,@kinagrannis haha or today i should say bc it's already 2:20 here. Oops oh well I can't wait tho! 
1117944,1117960,1,Sentiment140,Oh my god! I just bought a car! I can't believe how proud I am hahaha 
1053944,1053960,0,Sentiment140,"@mexicanablanca Well, it's not on the study guide, so i'll have to say no.  It's a shame, too, cause I do love my empirical formulas! "
788574,788590,1,Sentiment140,had a request for more muffins. 
418467,418480,0,Sentiment140,@sidsavara thanks. I think I'll try that. This whole ordeal is driving me crazy. I'm so bad about computer stuff to begin with 
766174,766190,1,Sentiment140,Heading to my sister's for dinner. Mom cooked rabbit. YUCK! I'm having pork chops... 
1518913,1518929,0,Sentiment140,Ouuchh! I hurt my index finger!! ahhhh 
1501942,1501958,1,Sentiment140,My Old Love Recall  Dream Tiime ... http://bit.ly/aBaM
721775,721791,0,Sentiment140,@darthbender I think your sinuses and @nicktjohnson's are both on that list 
1310815,1310831,1,Sentiment140,@THEREALSWIZZZ say happy WED*  peace*
487843,487856,0,Sentiment140,@Shedletsky 100 R$ to every B.C account... stop with the bribing seriously! We Non B.C. get nothing but ten tickets and a few visits 
891296,891312,0,Sentiment140,i wish my friends had twiter  i hate all this rain we are having
1218996,1219012,0,Sentiment140,"Tweets aren't coming to my phone today, either. "
9519,9532,1,Sentiment140,#f1 Perhaps that should be a Brawn sandwich between two slices of Bread Bull 
545150,545166,1,Sentiment140,Applying my new cell phone cover! 
628122,628138,1,Sentiment140,Back to the future!   http://tr.im/nsbf
187039,187052,1,Sentiment140,@EmmaK67 oh wow! nothing less than fun fun fun with the capital F!! 
1526680,1526696,0,Sentiment140,Running in the rain 
598720,598736,0,Sentiment140,"badminton, swim, tennis, water polo. UGH they got me all sore "
205967,205980,0,Sentiment140, Homework haven't finish but school is going to reopen.
1099043,1099059,0,Sentiment140,p.s. only got 4 hours of sleeeeeep... def takin a nap before project dance tonight... sad sad 
1406792,1406808,0,Sentiment140,"getting ready for school, but really im just on the computer lol  i cba to go today but ive gotta hand in cw so, i guess im gunna have to "
905731,905747,0,Sentiment140,I think its break time... i am soo not feeling well yet again 
1371515,1371531,0,Sentiment140,"and yet again i feel like shit....he was supposed to care,not make me feel like nothing "
801420,801436,0,Sentiment140,has a week longish stomach ache that wont seem to go  away 
952498,952514,1,Sentiment140,"Is still in her pjs and chilling on the couch, watching re-runs!  then gonna make cupcakes! Ah, I love today!!"
1433213,1433229,0,Sentiment140,I &lt;3 waking up and hurking. at least sis called; I feels better now. still calling in sick though 
543117,543133,1,Sentiment140,Answering @MariahCarey NTT always make me smile. 
1239731,1239747,0,Sentiment140,"The evil vampire waffles are worse cause you go to eat one and then they bite your tongue  not fun, plus then your a waffle"
1162728,1162744,1,Sentiment140,"Played ALOT of Xbox, now time to study for this HUGE Algebra Quiz! "
338002,338015,0,Sentiment140,@lindseyviloria about that... I am gonna be in mexico 
1245568,1245584,1,Sentiment140,Take a chance because you never know how absolutely perfect something could turn out to be 
884986,885002,1,Sentiment140,I like work. It fascinates me. I sit and look at it for hours. (via @gaksdesigns) * exactly 
379980,379993,0,Sentiment140,"@moonwitche Yey! You're my first follower! ...sorry. I feel the need to shout it from the rooftops.  And yes, work never seems to end... "
108013,108026,1,Sentiment140,"@blogjunkie - Save our planet, it's where I keep all my things!  - http://www.youtube.com/homeproject"
1158191,1158207,0,Sentiment140,"sort of got the css problem sorted, it's now 9:53am , I think i'll got to bed now "
165778,165791,1,Sentiment140,@DJAinsley_K don't drop them. Especially the thoughts and ideas. 
697411,697427,1,Sentiment140,edward cullen mmmmm.... for the rest of my life  
1197672,1197688,0,Sentiment140,There just isn't pleasing some ppl.  truly sad but Ehh.
1544848,1544864,0,Sentiment140,the hot day made my buttercream frosting an epic fail. No more butter for a redo... wah 
658875,658891,1,Sentiment140,coming home.  Hope everyone is having a good day 
407841,407854,1,Sentiment140,"@saachiex3 Really?  Sup, Boom?"
56443,56456,1,Sentiment140,"@bcmystery antho is a tribute to once upon a crime.  they aren't involved in any of it.  the 2 peeps in charge... well, nevermind.  "
838745,838761,0,Sentiment140,@huioaloha Are you there without me 
1089858,1089874,0,Sentiment140,My mom said I can't read right now. 
1422598,1422614,1,Sentiment140,have a wonderful week 
877686,877702,1,Sentiment140,@JeremySharp Hehe  Nice!
642122,642138,1,Sentiment140,"@BertaArt Clara, what are you reading or going to read ...  ... ?"
729455,729471,1,Sentiment140,Gooood party last night (: Although I am extremely tired now. xD Off to bed to lounge around watch tv and sleep all day 
614044,614060,1,Sentiment140,"at least theres sort of an upside.. at least this person still wants to know where i am, wat im doing "
852170,852186,0,Sentiment140,"I need to study for my 8 hour FAA test tomorrow, but C won't let me "
1546087,1546103,1,Sentiment140,The t-moblie commercial &quot;The Old School&quot;  Classic Commercial!! 
1415932,1415948,0,Sentiment140,Great show ! Rough trip 
1086340,1086356,0,Sentiment140,@mr_rellcity see told ya the blackberry was garbage  and then i kept mine now u getting rid of urs *smh*:p
54933,54946,1,Sentiment140,@azarnoush Good night 
1538387,1538403,0,Sentiment140,"Still don't qualify for iPhone 3G S $299 upgrade, this will be my first time not spending an iPhone launch morning with Woz and strangers "
1412287,1412303,1,Sentiment140,Good Morning tweets !! Up bright &amp; early  BEAUTIFUL MORNING IN NJ ??????? off to enjoy it
131282,131295,1,Sentiment140,"@doctorfollowill http://twitpic.com/53jeq - uuuhm no, thats nathan "
125149,125162,1,Sentiment140,"@CH1NS Yep, and my dad said yes to a Pro "
366609,366622,0,Sentiment140,"@pattycular I can't decide what phone to get next  Problem is phones aren't bundled in Belgium, so no free phones pour moi..."
1190413,1190429,0,Sentiment140,The iPod is gonna die and gymnastics isn't over  boo
285574,285587,0,Sentiment140,@lmbwrites welcome to my afternoon of computer aggravation! Sounds like they've been uncooperative for us both today. 
1131080,1131096,0,Sentiment140,OMG OMG OMG Its less than a week til Sam is home! Cant bloody wait - and ignoring the fact he goes there again at Christmas 
513738,513751,1,Sentiment140,12seconds - Came to check out the new @12seconds!  http://tiny12.tv/NHNHA
1338174,1338190,1,Sentiment140,Who else finds Eminem super hot except me?  HAHA
123457,123470,1,Sentiment140,"@dhersam Yeah, 3 stars is ok, the shouting and looking into the sky is a bit weird  and I just thought she might me a mutant, too"
209771,209784,0,Sentiment140,@jamesbender Empty proxy code... only in certain situations... can't figure out why or what those situations are.  No error messages 
1216711,1216727,0,Sentiment140,"So I haven't done any of my 3 runs for the week yet and with my meeting tonight, I don't think I can do it this evening "
1273970,1273986,1,Sentiment140,This guy's got more rolls than a bakery.  http://yfrog.com/17kpmj
951991,952007,0,Sentiment140,@kingbomani i cant find it 
1289659,1289675,0,Sentiment140,Too much rain for mid June 
1282470,1282486,1,Sentiment140,Thursday flight 
196836,196849,1,Sentiment140,@igortizz  kk? well enjoy! ~ lol
1378597,1378613,1,Sentiment140,badminton marathon tonight!  please cooperate feet! 
350360,350373,1,Sentiment140,"@NickCannon isn't it past ur bed time?  just playin, play a song for me 2"
1230132,1230148,0,Sentiment140,sorry dudes went to california could not tewwt did not have computer 
1562828,1562844,1,Sentiment140,watching the end of FRIDAY THE 13th then DEAD LIKE ME eps 
1344006,1344022,0,Sentiment140,Witnessed JJ take two steps today at brunch. No twitpics though 
39434,39447,0,Sentiment140,@analienrobot  @EllaCrain i'll miss u guys too!
214059,214072,0,Sentiment140,@jason030181 I KNOW RIGHT ....( not 2 much mushy tho ) I'M SORRY 
269123,269136,1,Sentiment140,"@jeremymorgan What if your goal is to kill yourself, a lack of will to live may come in handy "
530383,530396,0,Sentiment140,@xoitsmylifexo aw I'm sorry  Mother Nature must have a cold or something. Her eyes wont stop watering. I'm going to throw her some soup :]
1258711,1258727,1,Sentiment140,Watching Ryan Seacrest at The Tonight Show with Conan O'Brien. Oh Ryan. 
492739,492752,1,Sentiment140,@smokinblue Sure will. 
1546737,1546753,1,Sentiment140,There's a bike marathon of naked people in Amsterdam. They come by my house so the camera is ready  http://tinyurl.com/l3lve2
1554492,1554508,0,Sentiment140,twitter seems empty today 
23934,23947,1,Sentiment140,@1LovelyDreamer then Walmart it is 
36545,36558,1,Sentiment140,@alexparr  Thanks for the  Kristofferson song...I love that tune 
709365,709381,1,Sentiment140,@ComplicatedMama Thanks - will check it out  
850842,850858,0,Sentiment140,"I can't be arsed to go to college this morning, and i have lost my cardigan  i love that cardigan, i need to look for it"
1450235,1450251,0,Sentiment140,I still have a twitter and I still don't know what to do with it. My tweeter is broken 
65546,65559,1,Sentiment140,@BLACKSUGA he isn't bad looking at all  i wonder will he be on scene for long. i didnt think tpain would last this long lol
671460,671476,0,Sentiment140,found my keys....at the bank 
859051,859067,0,Sentiment140,"I really, really want to go home. Now. "
661838,661854,0,Sentiment140,feeling a bit discouraged  called Matthias DAN doctor wth a question and he wants to see him again in the office to answer my questions
26751,26764,1,Sentiment140,"@adventureaddict Awesome, congrats on completing it! (I can't believe you cycled the distance to my cottage though in 1 day.  )"
1565848,1565864,1,Sentiment140,were still on!!  help us save THEE VAN!
274378,274391,1,Sentiment140,"@LauraHoneyx Oh yes, can't wait. ^^ and I can't wait for the new layout "
662548,662564,1,Sentiment140,Eating a bowl of Cheerios watching the kitten play. Not a bad way to start the day if you ask me. 
752009,752025,0,Sentiment140,Glorious sunny day in Preston spoilt only by the requirement to have one's tooth drilled 
64781,64794,0,Sentiment140,@Bradyglen meh. I dont even have the original yet  so i guess im not as excited as you. Though i do want to see it...
1036408,1036424,0,Sentiment140,"@Marshalus I wouldn't have minded the IS version, but double the price. "
1119620,1119636,0,Sentiment140,RIP granny  and i work today 
1198390,1198406,1,Sentiment140,@ruskin147 enjoy that bacon buttie 
764647,764663,1,Sentiment140,Having coffee 
377560,377573,0,Sentiment140,@Pointman24 I always yell TRADE ME when I see old people with super nice cars. I have an old people car 
